,subfamily,sum,cat
pseudobulk_153,ETS/1:ETS,1.0686057133017313,immune
pseudobulk_154,ETS/1:ETS,0.8113284383593916,immune
pseudobulk_155,ETS/1:ETS,0.9305385849004275,immune
pseudobulk_156,ETS/1:ETS,0.9901681969925231,immune
pseudobulk_157,ETS/1:ETS,1.0217939051274205,immune
pseudobulk_158,ETS/1:ETS,0.9657321884174,immune
pseudobulk_159,ETS/1:ETS,1.0407791060285045,immune
pseudobulk_160,ETS/1:ETS,0.6102363270458068,endothelial
pseudobulk_161,ETS/1:ETS,0.6099686085340132,endothelial
pseudobulk_162,ETS/1:ETS,0.21400137401746736,epithelial
pseudobulk_163,ETS/1:ETS,0.5457495093876287,connective
pseudobulk_164,ETS/1:ETS,0.695442025228653,connective
pseudobulk_165,ETS/1:ETS,0.40272347075426335,connective
pseudobulk_166,ETS/1:ETS,0.5881357297139359,muscle
pseudobulk_167,ETS/1:ETS,0.46332597565342853,muscle
pseudobulk_168,ETS/1:ETS,0.4256315488573775,connective
pseudobulk_169,ETS/1:ETS,0.6093874548769197,muscle
pseudobulk_170,ETS/1:ETS,0.5387219981212138,connective
pseudobulk_171,ETS/1:ETS,0.5620308920847452,connective
pseudobulk_172,ETS/1:ETS,0.43957882976564683,epithelial
pseudobulk_173,ETS/1:ETS,0.6058417002786834,connective
pseudobulk_174,ETS/1:ETS,0.5483022960579504,connective
pseudobulk_175,ETS/1:ETS,0.46140294243741203,connective
pseudobulk_176,ETS/1:ETS,0.4536107490758876,connective
pseudobulk_177,ETS/1:ETS,0.3917261915047406,connective
pseudobulk_178,ETS/1:ETS,0.5256297759819928,connective
pseudobulk_179,ETS/1:ETS,0.5128150191252654,epithelial
pseudobulk_180,ETS/1:ETS,0.5515166494797042,connective
pseudobulk_181,ETS/1:ETS,0.47550013643597766,epithelial
pseudobulk_182,ETS/1:ETS,0.5567379535796085,connective
pseudobulk_183,ETS/1:ETS,0.5353824135023566,connective
pseudobulk_184,ETS/1:ETS,0.4605548749622081,connective
pseudobulk_185,ETS/1:ETS,0.46230567121301186,connective
pseudobulk_186,ETS/1:ETS,0.5649219686827052,connective
pseudobulk_187,ETS/1:ETS,0.5487561823463185,connective
pseudobulk_188,ETS/1:ETS,0.5221043745955236,connective
pseudobulk_189,ETS/1:ETS,0.49768916507536665,connective
pseudobulk_190,ETS/1:ETS,0.5017462506270881,connective
pseudobulk_191,ETS/1:ETS,0.46580087033211226,connective
pseudobulk_192,ETS/1:ETS,0.45863256166694094,connective
pseudobulk_193,ETS/1:ETS,0.510586856426466,connective
pseudobulk_194,ETS/1:ETS,0.9423262834379735,immune
pseudobulk_195,ETS/1:ETS,0.9212468448247316,immune
pseudobulk_196,ETS/1:ETS,0.876040882124239,immune
pseudobulk_197,ETS/1:ETS,1.0457297677876294,immune
pseudobulk_198,ETS/1:ETS,0.847272346904328,immune
pseudobulk_199,ETS/1:ETS,1.0051316528244973,immune
pseudobulk_200,ETS/1:ETS,0.8808466832229223,immune
pseudobulk_201,ETS/1:ETS,0.8971239067668034,immune
pseudobulk_202,ETS/1:ETS,0.8436271598151229,immune
pseudobulk_203,ETS/1:ETS,0.9995318110450125,immune
pseudobulk_204,ETS/1:ETS,0.8516374112405128,immune
pseudobulk_205,ETS/1:ETS,0.8430434215650797,immune
pseudobulk_206,ETS/1:ETS,0.9327816859307156,immune
pseudobulk_207,ETS/1:ETS,0.9774330794139083,immune
pseudobulk_208,ETS/1:ETS,1.1030223803272698,immune
pseudobulk_209,ETS/1:ETS,1.1247766753102109,immune
pseudobulk_210,ETS/1:ETS,1.1109032999756847,immune
pseudobulk_211,ETS/1:ETS,1.0974686311200756,immune
pseudobulk_212,ETS/1:ETS,0.940530127184213,immune
pseudobulk_213,ETS/1:ETS,1.086556317469781,immune
pseudobulk_214,ETS/1:ETS,0.9207084821322219,immune
pseudobulk_215,ETS/1:ETS,0.9961935847625176,immune
pseudobulk_216,ETS/1:ETS,0.9382953153313967,immune
pseudobulk_217,ETS/1:ETS,1.0296877161624727,immune
pseudobulk_218,ETS/1:ETS,0.8477192731792176,epithelial
pseudobulk_219,ETS/1:ETS,0.7091078900100697,epithelial
pseudobulk_220,ETS/1:ETS,0.8623100741700261,epithelial
pseudobulk_221,ETS/1:ETS,0.8415230584323531,epithelial
pseudobulk_222,ETS/1:ETS,0.887697560260217,epithelial
pseudobulk_223,ETS/1:ETS,0.8842316136012819,epithelial
pseudobulk_224,ETS/1:ETS,0.8339089955609277,epithelial
pseudobulk_225,ETS/1:ETS,0.7666748628437238,epithelial
pseudobulk_226,ETS/1:ETS,0.8282082746080114,epithelial
pseudobulk_227,ETS/1:ETS,0.7716190620510535,epithelial
pseudobulk_228,ETS/1:ETS,0.7291808073446144,epithelial
pseudobulk_229,ETS/1:ETS,0.7510279633794377,epithelial
pseudobulk_230,ETS/1:ETS,0.6029217807520081,epithelial
pseudobulk_231,ETS/1:ETS,0.854028221195217,epithelial
pseudobulk_232,ETS/1:ETS,0.8947485518988237,epithelial
pseudobulk_233,ETS/1:ETS,0.6416484064876565,epithelial
pseudobulk_234,ETS/1:ETS,0.8731594512697665,epithelial
pseudobulk_235,ETS/1:ETS,0.5075407778922403,epithelial
pseudobulk_236,ETS/1:ETS,0.6995647480333621,epithelial
pseudobulk_237,ETS/1:ETS,0.8182694103064656,epithelial
pseudobulk_238,ETS/1:ETS,0.7752477184183079,epithelial
pseudobulk_239,ETS/1:ETS,0.6567748726181384,epithelial
pseudobulk_240,ETS/1:ETS,0.6575418885338364,epithelial
pseudobulk_241,ETS/1:ETS,0.8207570942344041,epithelial
pseudobulk_242,ETS/1:ETS,0.7552934357196313,epithelial
pseudobulk_243,ETS/1:ETS,0.7664987678141368,epithelial
pseudobulk_244,ETS/1:ETS,0.7547553943714949,epithelial
pseudobulk_245,ETS/1:ETS,0.6730516820311951,epithelial
pseudobulk_246,ETS/1:ETS,0.7019722693706806,epithelial
pseudobulk_247,ETS/1:ETS,0.7557692580067402,epithelial
pseudobulk_248,ETS/1:ETS,0.8298899479314013,epithelial
pseudobulk_249,ETS/1:ETS,0.6758085402775532,epithelial
pseudobulk_250,ETS/1:ETS,0.7194491610687196,epithelial
pseudobulk_251,ETS/1:ETS,0.630409095509317,epithelial
pseudobulk_252,ETS/1:ETS,0.6599622264000642,epithelial
pseudobulk_253,ETS/1:ETS,0.5325921479702581,macroglial
pseudobulk_254,ETS/1:ETS,0.7139691902490268,macroglial
pseudobulk_255,ETS/1:ETS,0.7403709052921337,endothelial
pseudobulk_256,ETS/1:ETS,0.7280551932064964,macroglial
pseudobulk_257,ETS/1:ETS,0.5362609460345826,connective
pseudobulk_258,ETS/1:ETS,0.6965426596134374,macroglial
pseudobulk_259,ETS/1:ETS,0.6023703940891161,macroglial
pseudobulk_260,ETS/1:ETS,0.5850864903031793,macroglial
pseudobulk_261,ETS/1:ETS,0.7946220896633296,macroglial
pseudobulk_262,ETS/1:ETS,0.5303512082716633,macroglial
pseudobulk_263,ETS/1:ETS,0.6142827611447454,pericyte
pseudobulk_264,ETS/1:ETS,0.703836515997632,macroglial
pseudobulk_265,ETS/1:ETS,0.7581821833150517,endothelial
pseudobulk_266,ETS/1:ETS,0.5315401776096519,pericyte
pseudobulk_267,ETS/1:ETS,0.6490613885016455,macroglial
pseudobulk_268,ETS/1:ETS,0.7624038854028135,endothelial
pseudobulk_269,ETS/1:ETS,0.7913602499170932,endothelial
pseudobulk_270,ETS/1:ETS,0.49461803585199454,connective
pseudobulk_271,ETS/1:ETS,0.7252844684646738,macroglial
pseudobulk_272,ETS/1:ETS,0.7218290650803234,macroglial
pseudobulk_273,ETS/1:ETS,0.7448135104268612,endothelial
pseudobulk_274,ETS/1:ETS,0.6047995840146944,macroglial
pseudobulk_275,ETS/1:ETS,0.38030271327351894,neuronal
pseudobulk_276,ETS/1:ETS,0.6686294374346705,macroglial
pseudobulk_277,ETS/1:ETS,0.5127612973742497,macroglial
pseudobulk_278,ETS/1:ETS,0.6740675421385686,macroglial
pseudobulk_279,ETS/1:ETS,0.7511744610935648,macroglial
pseudobulk_280,ETS/1:ETS,0.6221095292438674,endothelial
pseudobulk_281,ETS/1:ETS,0.46489287868598245,macroglial
pseudobulk_282,ETS/1:ETS,0.7227513920874981,macroglial
pseudobulk_283,ETS/1:ETS,0.2531351768852769,macroglial
pseudobulk_284,ETS/1:ETS,0.40891343017943454,neuronal
pseudobulk_285,ETS/1:ETS,0.3514652870808236,macroglial
pseudobulk_286,ETS/1:ETS,0.416236571082887,neuronal
pseudobulk_287,ETS/1:ETS,0.4894303400657189,macroglial
pseudobulk_288,ETS/1:ETS,0.34653030747699204,macroglial
pseudobulk_289,ETS/1:ETS,0.6931777315753556,neuronal
pseudobulk_290,ETS/1:ETS,0.6389879758063397,endothelial
pseudobulk_291,ETS/1:ETS,0.4474300901993008,neuronal
pseudobulk_292,ETS/1:ETS,0.7252602053333657,macroglial
pseudobulk_293,ETS/1:ETS,0.4275289878655671,neuronal
pseudobulk_294,ETS/1:ETS,0.4535935581279725,macroglial
pseudobulk_295,ETS/1:ETS,0.46051241613804017,endothelial
pseudobulk_296,ETS/1:ETS,0.6600666678462184,endothelial
pseudobulk_297,ETS/1:ETS,0.3786015119371727,neuronal
pseudobulk_298,ETS/1:ETS,0.7032982079330118,macroglial
pseudobulk_299,ETS/1:ETS,0.6733178933352472,macroglial
pseudobulk_300,ETS/1:ETS,0.39923711090522845,macroglial
pseudobulk_301,ETS/1:ETS,0.5057923999977395,pericyte
pseudobulk_302,ETS/1:ETS,0.5920139290709899,endothelial
pseudobulk_303,ETS/1:ETS,0.4299150669551138,macroglial
pseudobulk_304,ETS/1:ETS,0.42251273033138653,macroglial
pseudobulk_305,ETS/1:ETS,0.6036589853667874,endothelial
pseudobulk_306,ETS/1:ETS,0.5327267473349996,macroglial
pseudobulk_307,ETS/1:ETS,0.29732252812086846,macroglial
pseudobulk_308,ETS/1:ETS,0.7732517135348136,endothelial
pseudobulk_309,ETS/1:ETS,0.6091593331911963,macroglial
pseudobulk_310,ETS/1:ETS,0.5319391416093096,macroglial
pseudobulk_311,ETS/1:ETS,0.5290932559444125,macroglial
pseudobulk_312,ETS/1:ETS,0.43722431801506456,macroglial
pseudobulk_313,ETS/1:ETS,0.5005226515522687,macroglial
pseudobulk_314,ETS/1:ETS,0.5622325155073846,endothelial
pseudobulk_315,ETS/1:ETS,0.6523267776528829,connective
pseudobulk_316,ETS/1:ETS,1.0564743079234897,immune
pseudobulk_317,ETS/1:ETS,0.6159540807417395,endothelial
pseudobulk_318,ETS/1:ETS,0.5294981242353136,immune
pseudobulk_319,ETS/1:ETS,0.9865104584832755,immune
pseudobulk_320,ETS/1:ETS,0.8430322329203317,immune
pseudobulk_321,ETS/1:ETS,0.7501469966541612,endothelial
pseudobulk_322,ETS/1:ETS,0.9577077058820528,immune
pseudobulk_323,ETS/1:ETS,0.9474226264112486,immune
pseudobulk_324,ETS/1:ETS,0.8928821515354977,immune
pseudobulk_325,ETS/1:ETS,0.6774956168198919,connective
pseudobulk_326,ETS/1:ETS,0.7983591283877968,immune
pseudobulk_327,ETS/1:ETS,0.6474206122602435,connective
pseudobulk_328,ETS/1:ETS,0.48423799637229564,connective
pseudobulk_329,ETS/1:ETS,1.10288913353997,immune
pseudobulk_330,ETS/1:ETS,0.8934767963827239,immune
pseudobulk_331,ETS/1:ETS,0.8762289900728268,immune
pseudobulk_332,ETS/1:ETS,0.3372901013253754,connective
pseudobulk_333,ETS/1:ETS,0.9665055902353239,immune
pseudobulk_334,ETS/1:ETS,0.9914842805692342,immune
pseudobulk_335,ETS/1:ETS,0.530377505672863,immune
pseudobulk_336,ETS/1:ETS,0.7417524906077188,immune
pseudobulk_337,ETS/1:ETS,0.6779942762020663,endothelial
pseudobulk_338,ETS/1:ETS,0.627725173791528,connective
pseudobulk_339,ETS/1:ETS,0.8797349122809186,immune
pseudobulk_340,ETS/1:ETS,0.6438018645849248,endothelial
pseudobulk_341,ETS/1:ETS,1.0171947190044603,immune
pseudobulk_342,ETS/1:ETS,0.6549631035445553,connective
pseudobulk_343,ETS/1:ETS,0.7425635191593709,connective
pseudobulk_344,ETS/1:ETS,0.6670831061203394,connective
pseudobulk_345,ETS/1:ETS,0.6739170948142098,immune
pseudobulk_346,ETS/1:ETS,0.5942908526158088,immune
pseudobulk_347,ETS/1:ETS,0.6404581071026544,immune
pseudobulk_348,ETS/1:ETS,0.7429524463334432,immune
pseudobulk_349,ETS/1:ETS,0.7913876167414118,immune
pseudobulk_350,ETS/1:ETS,0.8264394471932475,immune
pseudobulk_351,ETS/1:ETS,0.5173464688762639,endothelial
pseudobulk_352,ETS/1:ETS,1.0180593870004442,immune
pseudobulk_353,ETS/1:ETS,0.6791323520442301,connective
pseudobulk_354,ETS/1:ETS,1.0746293156027447,immune
pseudobulk_355,ETS/1:ETS,0.9266117906297446,immune
pseudobulk_356,ETS/1:ETS,0.4428823360919942,immune
pseudobulk_357,ETS/1:ETS,0.5314991502066233,connective
pseudobulk_358,ETS/1:ETS,0.6568819275762464,endothelial
pseudobulk_359,ETS/1:ETS,0.8796330305849179,immune
pseudobulk_360,ETS/1:ETS,0.995159872033577,immune
pseudobulk_361,ETS/1:ETS,0.7902205594884417,immune
pseudobulk_362,ETS/1:ETS,0.5846678227182971,connective
pseudobulk_363,ETS/1:ETS,1.096272866401672,immune
pseudobulk_364,ETS/1:ETS,0.8737255537069867,immune
pseudobulk_365,ETS/1:ETS,0.8634432591359156,immune
pseudobulk_366,ETS/1:ETS,0.7162750960351849,immune
pseudobulk_367,ETS/1:ETS,0.6923822296748724,connective
pseudobulk_368,ETS/1:ETS,0.6617499256603835,endothelial
pseudobulk_369,ETS/1:ETS,0.7629257312508982,immune
pseudobulk_370,ETS/1:ETS,0.8099057214700683,immune
pseudobulk_371,ETS/1:ETS,0.5848963677587972,endothelial
pseudobulk_372,ETS/1:ETS,0.38342226142998,immune
pseudobulk_373,ETS/1:ETS,0.6544152320041375,immune
pseudobulk_374,ETS/1:ETS,0.6697808551698426,connective
pseudobulk_375,ETS/1:ETS,0.6850962849182411,connective
pseudobulk_376,ETS/1:ETS,0.9629392281096854,immune
pseudobulk_377,ETS/1:ETS,0.9137657371320481,immune
pseudobulk_378,ETS/1:ETS,0.7266040657893833,connective
pseudobulk_379,ETS/1:ETS,0.9755995799624579,immune
pseudobulk_380,ETS/1:ETS,0.9932975409349136,immune
pseudobulk_381,ETS/1:ETS,0.902599521781663,immune
pseudobulk_382,ETS/1:ETS,0.9325457790407461,immune
pseudobulk_383,ETS/1:ETS,0.6833740426509344,connective
pseudobulk_384,ETS/1:ETS,0.6099778920452035,connective
pseudobulk_385,ETS/1:ETS,0.5970769003839916,immune
pseudobulk_386,ETS/1:ETS,0.557442488166766,immune
pseudobulk_387,ETS/1:ETS,0.5557395330586085,connective
pseudobulk_388,ETS/1:ETS,0.617414453794249,connective
pseudobulk_389,ETS/1:ETS,0.587385401589922,connective
pseudobulk_390,ETS/1:ETS,0.5667199033801993,connective
pseudobulk_391,ETS/1:ETS,0.7341443866165445,immune
pseudobulk_392,ETS/1:ETS,0.748271399733989,immune
pseudobulk_393,ETS/1:ETS,0.4685525324562108,immune
pseudobulk_394,ETS/1:ETS,0.5739719602861397,pericyte
pseudobulk_395,ETS/1:ETS,0.44603587902554037,immune
pseudobulk_396,ETS/1:ETS,0.6115091796327714,connective
pseudobulk_397,ETS/1:ETS,0.6433244833838164,connective
pseudobulk_398,ETS/1:ETS,0.9921721843749601,immune
pseudobulk_399,ETS/1:ETS,0.5573415121273188,connective
pseudobulk_400,ETS/1:ETS,0.5078399189985655,endothelial
pseudobulk_401,ETS/1:ETS,0.9462049165907678,immune
pseudobulk_402,ETS/1:ETS,0.9686261439257979,immune
pseudobulk_403,ETS/1:ETS,0.8294291269442003,immune
pseudobulk_404,ETS/1:ETS,0.46227732285978645,connective
pseudobulk_405,ETS/1:ETS,0.7977252180060027,immune
pseudobulk_406,ETS/1:ETS,0.5781957695514797,connective
pseudobulk_407,ETS/1:ETS,0.6371660610643585,connective
pseudobulk_408,ETS/1:ETS,0.7747761491632399,immune
pseudobulk_409,ETS/1:ETS,0.8186680480314361,immune
pseudobulk_410,ETS/1:ETS,0.7341045410853391,endothelial
pseudobulk_411,ETS/1:ETS,0.7186918476617121,immune
pseudobulk_412,ETS/1:ETS,0.6524955121180893,connective
pseudobulk_413,ETS/1:ETS,0.6281490064504804,connective
pseudobulk_414,ETS/1:ETS,0.7095075727591459,immune
pseudobulk_415,ETS/1:ETS,0.49087416719043636,endothelial
pseudobulk_416,ETS/1:ETS,0.8076292692865035,immune
pseudobulk_417,ETS/1:ETS,0.7319005726557131,immune
pseudobulk_418,ETS/1:ETS,0.7370127232395542,immune
pseudobulk_419,ETS/1:ETS,0.7801809165352954,immune
pseudobulk_420,ETS/1:ETS,0.6173842479199676,endothelial
pseudobulk_421,ETS/1:ETS,0.7407460238539967,immune
pseudobulk_422,ETS/1:ETS,0.3530876104753799,endothelial
pseudobulk_423,ETS/1:ETS,0.7373264678592427,immune
pseudobulk_424,ETS/1:ETS,0.8484827349317309,immune
pseudobulk_425,ETS/1:ETS,0.7172485662764482,immune
pseudobulk_426,ETS/1:ETS,1.0498816304201972,immune
pseudobulk_427,ETS/1:ETS,0.977340642466738,immune
pseudobulk_428,ETS/1:ETS,0.613703735117009,immune
pseudobulk_429,ETS/1:ETS,0.9291279124786292,immune
pseudobulk_430,ETS/1:ETS,0.9057979075098451,immune
pseudobulk_431,ETS/1:ETS,0.6251279842932667,endothelial
pseudobulk_432,ETS/1:ETS,0.59867598622806,immune
pseudobulk_433,ETS/1:ETS,0.9098771691374115,immune
pseudobulk_434,ETS/1:ETS,0.7785650681028028,immune
pseudobulk_435,ETS/1:ETS,0.6450686658131369,connective
pseudobulk_436,ETS/1:ETS,0.6795978513377984,immune
pseudobulk_437,ETS/1:ETS,0.5825070137051355,immune
pseudobulk_438,ETS/1:ETS,0.8323002286102744,immune
pseudobulk_439,ETS/1:ETS,0.7081089880235774,immune
pseudobulk_440,ETS/1:ETS,0.5534090057737968,immune
pseudobulk_441,ETS/1:ETS,0.4788503235414461,endothelial
pseudobulk_442,ETS/1:ETS,0.7451172928372165,connective
pseudobulk_443,ETS/1:ETS,0.7465317054602512,connective
pseudobulk_444,ETS/1:ETS,0.6533439124191274,endothelial
pseudobulk_445,ETS/1:ETS,0.7040518092708175,connective
pseudobulk_446,ETS/1:ETS,0.7217775211481647,endothelial
pseudobulk_447,ETS/1:ETS,0.6690960702902607,immune
pseudobulk_448,ETS/1:ETS,0.6565855413496087,connective
pseudobulk_449,ETS/1:ETS,0.3102187349259926,immune
pseudobulk_450,ETS/1:ETS,0.9357817442796745,immune
pseudobulk_451,ETS/1:ETS,0.9171729162587728,immune
pseudobulk_452,ETS/1:ETS,1.0678280718919904,immune
pseudobulk_453,ETS/1:ETS,0.9885180715636417,immune
pseudobulk_454,ETS/1:ETS,0.6530306715258073,connective
pseudobulk_455,ETS/1:ETS,0.9933420447782692,immune
pseudobulk_456,ETS/1:ETS,0.639917823718145,immune
pseudobulk_457,ETS/1:ETS,0.6080861542031878,connective
pseudobulk_458,ETS/1:ETS,0.5580752705156964,connective
pseudobulk_459,ETS/1:ETS,0.7064673922243351,endothelial
pseudobulk_460,ETS/1:ETS,0.7122303237483671,endothelial
pseudobulk_461,ETS/1:ETS,0.6511338113085641,immune
pseudobulk_462,ETS/1:ETS,1.0372625411932812,immune
pseudobulk_463,ETS/1:ETS,0.48286297772573994,endothelial
pseudobulk_464,ETS/1:ETS,0.46850576801841276,connective
pseudobulk_465,ETS/1:ETS,0.5894279921237694,endothelial
pseudobulk_466,ETS/1:ETS,0.5237899786447954,endothelial
pseudobulk_467,ETS/1:ETS,0.5544587693433649,endothelial
pseudobulk_468,ETS/1:ETS,0.7922722118034882,immune
pseudobulk_469,ETS/1:ETS,0.9050618930000334,immune
pseudobulk_470,ETS/1:ETS,0.922371613844002,immune
pseudobulk_471,ETS/1:ETS,0.6907593510311427,epithelial
pseudobulk_472,ETS/1:ETS,0.41175159512953935,connective
pseudobulk_473,ETS/1:ETS,0.698487924498659,endothelial
pseudobulk_474,ETS/1:ETS,0.3979971529644668,connective
pseudobulk_475,ETS/1:ETS,0.97032543721104,immune
pseudobulk_476,ETS/1:ETS,0.6072947526279174,endothelial
pseudobulk_477,ETS/1:ETS,0.472433116433701,connective
pseudobulk_478,ETS/1:ETS,0.4703608660313375,connective
pseudobulk_479,ETS/1:ETS,0.7997192191646669,endothelial
pseudobulk_480,ETS/1:ETS,0.4354174715696456,connective
pseudobulk_481,ETS/1:ETS,0.8694754456953389,immune
pseudobulk_482,ETS/1:ETS,0.5099853654262414,endothelial
pseudobulk_483,ETS/1:ETS,0.5747936266445163,immune
pseudobulk_484,ETS/1:ETS,0.44052447405396805,connective
pseudobulk_485,ETS/1:ETS,0.4780373969717812,endothelial
pseudobulk_486,ETS/1:ETS,0.5239133386537508,connective
pseudobulk_487,ETS/1:ETS,0.6458838440722111,epithelial
pseudobulk_488,ETS/1:ETS,1.1011887950189656,immune
pseudobulk_489,ETS/1:ETS,0.4691822135488358,epithelial
pseudobulk_490,ETS/1:ETS,0.5837564195326145,connective
pseudobulk_491,ETS/1:ETS,0.9990213719438487,immune
pseudobulk_492,ETS/1:ETS,0.8055497753905405,immune
pseudobulk_493,ETS/1:ETS,0.5569860832688206,immune
pseudobulk_494,ETS/1:ETS,0.6730622334298839,immune
pseudobulk_495,ETS/1:ETS,0.8366864594647675,immune
pseudobulk_496,ETS/1:ETS,0.6610246554206417,epithelial
pseudobulk_497,ETS/1:ETS,0.5848975002929775,connective
pseudobulk_498,ETS/1:ETS,0.9197384879884068,immune
pseudobulk_499,ETS/1:ETS,0.819017462180904,endothelial
pseudobulk_500,ETS/1:ETS,0.5514048585762291,endothelial
pseudobulk_501,ETS/1:ETS,0.7334024496326443,endothelial
pseudobulk_502,ETS/1:ETS,0.9418486046271776,immune
pseudobulk_503,ETS/1:ETS,0.616156374474993,immune
pseudobulk_504,ETS/1:ETS,1.0151435972909961,immune
pseudobulk_505,ETS/1:ETS,0.7579688821504026,endothelial
pseudobulk_506,ETS/1:ETS,0.942886331916038,immune
pseudobulk_507,ETS/1:ETS,0.902814808816397,immune
pseudobulk_508,ETS/1:ETS,0.923733933316607,immune
pseudobulk_509,ETS/1:ETS,0.9140329086032152,immune
pseudobulk_510,ETS/1:ETS,0.873197298263899,immune
pseudobulk_511,ETS/1:ETS,0.9094350304576391,immune
pseudobulk_512,ETS/1:ETS,0.815207050619011,immune
pseudobulk_513,ETS/1:ETS,0.749504599132474,immune
pseudobulk_514,ETS/1:ETS,0.8217881754781001,immune
pseudobulk_515,ETS/1:ETS,0.8563814992032758,immune
pseudobulk_516,ETS/1:ETS,0.8649749423448106,immune
pseudobulk_517,ETS/1:ETS,0.850456147205928,immune
pseudobulk_518,ETS/1:ETS,0.8615396817848431,immune
pseudobulk_519,ETS/1:ETS,0.7712596532948013,immune
pseudobulk_520,ETS/1:ETS,0.7802296618368654,immune
pseudobulk_521,ETS/1:ETS,0.6719550954753635,immune
pseudobulk_522,ETS/1:ETS,0.8059230333641336,immune
pseudobulk_523,ETS/1:ETS,0.9013586392555858,immune
pseudobulk_524,ETS/1:ETS,0.7423135007587073,immune
pseudobulk_525,ETS/1:ETS,0.8638104408776098,immune
pseudobulk_526,ETS/1:ETS,0.7764228869950737,immune
pseudobulk_527,ETS/1:ETS,0.7393431726812258,immune
pseudobulk_528,ETS/1:ETS,0.8243201026793887,immune
pseudobulk_529,ETS/1:ETS,0.6906627093846632,immune
pseudobulk_530,ETS/1:ETS,0.7994883615830258,immune
pseudobulk_531,ETS/1:ETS,0.721855919246987,immune
pseudobulk_532,ETS/1:ETS,0.7353635052424983,immune
pseudobulk_533,ETS/1:ETS,0.744752407429952,immune
pseudobulk_534,ETS/1:ETS,0.8777246201652773,immune
pseudobulk_535,ETS/1:ETS,0.7822936807359565,immune
pseudobulk_536,ETS/1:ETS,0.8863285454132723,immune
pseudobulk_537,ETS/1:ETS,0.6225795074842558,immune
pseudobulk_538,ETS/1:ETS,0.7606622460484923,immune
pseudobulk_539,ETS/1:ETS,0.877292484072536,immune
pseudobulk_540,ETS/1:ETS,0.8630139772113193,immune
pseudobulk_541,ETS/1:ETS,0.8968814514810171,immune
pseudobulk_542,ETS/1:ETS,0.8898301732424398,immune
pseudobulk_543,ETS/1:ETS,0.9560308544115461,immune
pseudobulk_544,ETS/1:ETS,0.682043969611636,immune
pseudobulk_545,ETS/1:ETS,0.8556455352952475,immune
pseudobulk_546,ETS/1:ETS,0.7643192211266929,immune
pseudobulk_547,ETS/1:ETS,0.7250749596947751,immune
pseudobulk_548,ETS/1:ETS,1.0126905463957836,immune
pseudobulk_549,ETS/1:ETS,0.9047705074522364,immune
pseudobulk_550,ETS/1:ETS,0.9523210197895601,immune
pseudobulk_551,ETS/1:ETS,0.8777153213995863,immune
pseudobulk_552,ETS/1:ETS,0.8583684543824245,immune
pseudobulk_553,ETS/1:ETS,0.7229955147998521,immune
pseudobulk_554,ETS/1:ETS,0.7533796111453012,immune
pseudobulk_555,ETS/1:ETS,0.7186499388236551,immune
pseudobulk_556,ETS/1:ETS,0.7223256059937692,immune
pseudobulk_557,ETS/1:ETS,0.8914031898644292,immune
pseudobulk_558,ETS/1:ETS,0.9887204754654654,immune
pseudobulk_559,ETS/1:ETS,1.0093023192468942,immune
pseudobulk_560,ETS/1:ETS,0.8577180790841756,immune
pseudobulk_561,ETS/1:ETS,0.7897084108654533,immune
pseudobulk_562,ETS/1:ETS,0.9798968405732417,immune
pseudobulk_563,ETS/1:ETS,0.9100795022050028,immune
pseudobulk_564,ETS/1:ETS,0.9728441748157431,immune
pseudobulk_565,ETS/1:ETS,0.8944521836435746,immune
pseudobulk_566,ETS/1:ETS,0.7588800308431968,immune
pseudobulk_567,ETS/1:ETS,0.6645169413557098,immune
pseudobulk_568,ETS/1:ETS,0.8752293857091852,immune
pseudobulk_569,ETS/1:ETS,0.9300547055211107,immune
pseudobulk_570,ETS/1:ETS,0.6725638049485906,immune
pseudobulk_571,ETS/1:ETS,0.7183886131167819,endothelial
pseudobulk_572,ETS/1:ETS,0.800417830879264,epithelial
pseudobulk_573,ETS/1:ETS,0.37174089703483554,exocrine
pseudobulk_574,ETS/1:ETS,0.6480997662924844,connective
pseudobulk_575,ETS/1:ETS,0.6105352141290675,connective
pseudobulk_576,ETS/1:ETS,0.7100477728203556,immune
pseudobulk_577,ETS/1:ETS,0.7680473667342036,epithelial
pseudobulk_578,ETS/1:ETS,0.7671970837332034,epithelial
pseudobulk_579,ETS/1:ETS,0.7605205687608484,endothelial
pseudobulk_580,ETS/1:ETS,0.3570597463975631,endothelial
pseudobulk_581,ETS/1:ETS,0.775679215144687,epithelial
pseudobulk_582,ETS/1:ETS,0.7753882121630745,epithelial
pseudobulk_583,ETS/1:ETS,0.7851919335922679,endocrine
pseudobulk_584,ETS/1:ETS,0.7688598646185438,endocrine
pseudobulk_585,ETS/1:ETS,0.6937565701462017,endocrine
pseudobulk_586,ETS/1:ETS,0.9128268614098212,immune
pseudobulk_587,ETS/1:ETS,0.6986797924404252,endocrine
pseudobulk_588,ETS/1:ETS,0.7708229657985115,endocrine
pseudobulk_589,ETS/1:ETS,0.8668319662925746,immune
pseudobulk_590,ETS/1:ETS,0.8659834171523881,immune
pseudobulk_591,ETS/1:ETS,0.5992078154270307,immune
pseudobulk_592,ETS/1:ETS,0.6846145797368258,epithelial
pseudobulk_593,ETS/1:ETS,0.44809584500307637,exocrine
pseudobulk_594,ETS/1:ETS,0.826266907380154,endocrine
